sale_id,store_id,product_id,customer_id,quantity,price,discount,sale_date
121,6,92,C1096,1,409,20,2023-11-02 17:58:54
122,11,32,C14,2,222,10,2023-02-09 17:36:10
123,11,91,C1193,1,337,5,2023-07-09 16:11:45
124,11,6,C1815,4,409,15,2022-10-02 07:55:05
125,15,88,C1461,3,369,10,2021-06-09 00:02:30
126,9,17,C446,1,63,5,2022-06-27 14:46:03
127,4,58,C1035,1,401,0,2022-09-15 15:36:20
128,11,28,C89,3,217,10,2022-11-04 18:03:51
129,13,6,C1348,1,120,0,2021-11-23 21:46:55
130,3,67,C315,2,353,15,2022-09-10 17:34:00
131,10,77,C932,1,384,20,2021-07-20 11:51:03
132,8,94,C1868,4,245,5,2023-03-20 23:37:35
133,4,20,C571,5,50,15,2021-04-12 15:51:26
134,2,75,C882,3,344,10,2023-05-21 14:49:35
135,10,51,C1135,4,163,10,2022-05-30 07:01:01
136,1,5,C1668,4,353,20,2023-05-06 17:44:38
137,14,52,C982,1,55,20,2023-08-04 12:44:25
138,1,15,C1780,3,163,10,2023-10-12 03:34:26
139,9,75,C1245,1,72,0,2021-09-21 14:35:20
140,13,87,C919,3,306,20,2021-08-13 14:27:53
141,6,44,C931,3,477,10,2022-02-14 11:19:06
142,6,29,C166,3,369,5,2023-07-04 13:42:07
143,4,70,C298,2,305,5,2022-03-22 23:04:49
144,11,20,C80,2,38,15,2023-02-27 21:56:24
145,13,62,C1641,2,74,20,2021-02-26 02:18:10
146,10,9,C140,4,337,10,2023-04-21 18:55:14
147,15,30,C1529,4,409,0,2022-06-08 11:00:08
148,6,47,C1722,3,471,20,2022-05-17 15:13:11
149,14,3,C1692,3,180,15,2021-01-28 18:35:31
150,9,90,C1310,3,149,20,2023-09-12 06:28:18
151,10,27,C1254,4,401,20,2022-03-30 12:54:45
152,10,22,C257,1,120,20,2023-06-19 20:52:47
153,12,76,C1816,1,194,10,2021-03-08 12:40:12
154,9,51,C798,3,152,0,2022-06-06 13:09:54
155,4,45,C1305,4,461,10,2022-07-14 03:17:59
156,8,22,C1202,2,176,15,2022-03-08 11:53:17
157,14,92,C1599,3,322,5,2022-07-24 10:40:13
158,4,97,C1581,3,164,10,2022-04-05 05:50:26
159,15,57,C544,5,152,0,2021-04-07 14:13:11
160,6,58,C750,1,157,15,2021-05-19 04:33:29
161,13,95,C1411,2,39,0,2022-08-19 10:28:59
162,1,40,C650,4,159,0,2023-03-28 22:42:01
163,7,21,C1310,2,475,0,2023-03-06 18:10:47
164,1,42,C1475,2,384,10,2023-04-21 14:41:05
165,12,25,C1710,1,119,5,2021-10-03 21:38:51
166,14,37,C1191,4,391,20,2023-02-03 04:55:09
167,2,18,C1260,5,353,20,2021-05-29 23:45:11
168,5,18,C430,5,55,5,2023-04-19 01:46:41
169,3,94,C1712,3,475,20,2023-08-01 18:04:13
170,11,73,C1845,1,384,0,2023-06-07 12:26:35
171,13,16,C102,3,369,10,2022-04-25 09:35:34
172,7,29,C612,4,217,20,2022-03-03 20:21:33
173,8,36,C968,1,74,0,2021-10-04 23:03:10
174,10,9,C1597,3,152,15,2021-04-10 06:26:45
175,14,8,C1819,3,356,5,2022-06-27 04:31:49
176,12,77,C1107,4,57,20,2023-10-26 22:32:28
177,5,46,C360,2,152,15,2021-03-06 10:50:45
178,11,75,C988,1,487,15,2021-10-23 23:07:44
179,10,74,C1273,4,364,10,2021-06-07 02:51:29
180,3,18,C990,3,356,10,2022-02-09 07:08:46
181,9,59,C1690,4,192,20,2021-05-14 03:55:57
182,14,61,C1993,1,388,15,2022-10-18 03:00:33
183,10,41,C1451,4,138,20,2023-07-05 09:04:47
184,13,83,C1796,3,190,10,2023-10-09 02:36:07
185,10,33,C738,1,322,15,2022-05-13 20:47:52
186,15,21,C142,3,493,20,2021-12-18 04:03:06
187,6,24,C150,4,306,15,2022-07-02 21:48:10
188,3,24,C811,5,60,15,2022-09-25 07:44:31
189,10,99,C1752,1,217,10,2021-03-10 18:04:09
190,14,71,C99,2,72,5,2021-11-03 16:36:36
191,6,92,C1265,5,138,10,2021-11-28 19:20:26
192,8,7,C1523,3,397,0,2023-09-15 21:44:20
193,15,1,C1309,5,344,5,2022-09-23 11:23:35
194,1,85,C938,2,397,0,2023-08-31 23:01:20
195,14,18,C758,5,384,5,2022-03-17 15:31:26
196,5,88,C1278,4,159,0,2022-04-27 09:54:17
197,11,42,C1983,2,190,10,2022-04-29 09:22:41
198,2,27,C1008,4,53,5,2021-11-28 06:16:09
199,3,57,C227,1,159,5,2023-02-20 18:47:05
200,3,21,C1530,2,116,20,2022-08-20 09:47:55
201,1,35,C266,1,358,5,2023-07-02 06:45:10
202,11,10,C562,3,240,10,2023-08-03 03:16:38
203,12,16,C1771,3,384,5,2023-07-01 06:31:38
204,10,83,C1996,3,149,0,2021-09-12 11:16:57
205,2,4,C106,5,106,10,2021-08-22 22:34:59
206,12,16,C1043,2,122,10,2021-05-17 01:31:02
207,5,46,C1672,3,335,10,2023-01-15 14:22:54
208,15,33,C1326,5,22,10,2021-09-13 18:10:10
209,9,90,C1918,3,477,15,2023-02-18 06:10:01
210,11,91,C1875,3,344,0,2021-10-05 08:19:06
211,11,45,C1190,3,497,10,2021-12-12 06:50:38
212,7,29,C1453,4,358,20,2023-07-19 02:46:07
213,9,55,C316,5,39,5,2021-12-24 12:17:48
214,5,10,C1909,2,475,0,2023-04-12 09:33:11
215,3,26,C744,4,157,10,2022-07-05 08:39:51
216,9,3,C415,3,409,0,2023-11-07 05:11:33
217,10,10,C1774,3,344,20,2023-03-06 03:51:31
218,12,29,C1774,4,426,0,2022-08-19 13:36:07
219,2,12,C1011,4,318,20,2022-04-05 09:11:38
220,11,80,C978,3,253,5,2023-07-07 11:14:56
221,9,67,C357,4,306,10,2023-01-02 08:47:30
222,2,26,C565,3,272,20,2022-04-01 02:10:58
223,5,76,C309,3,401,5,2023-08-23 19:34:05
224,3,26,C335,5,158,20,2023-09-15 21:41:13
225,9,20,C18,3,190,15,2021-05-31 06:56:12
226,6,33,C430,2,286,10,2021-01-16 00:33:57
227,8,8,C698,5,426,20,2023-09-27 15:42:15
228,11,1,C1405,5,406,15,2022-06-09 18:44:36
229,2,61,C218,1,461,10,2023-06-20 19:33:43
230,5,95,C1939,5,152,20,2021-09-03 18:01:27
231,15,100,C1588,2,21,10,2022-06-26 06:51:49
232,6,30,C91,3,57,10,2021-08-26 13:41:16
233,15,73,C1524,5,192,20,2022-03-27 18:14:51
234,11,70,C1552,4,216,5,2021-01-08 04:15:20
235,14,37,C1795,2,475,10,2022-05-04 07:04:26
236,15,77,C1134,2,475,20,2023-09-07 22:57:57
237,5,51,C219,4,450,10,2021-05-25 17:12:56
238,7,100,C1054,5,422,0,2023-06-18 14:02:41
239,9,74,C1507,2,240,5,2022-05-12 23:47:23
240,1,52,C1312,1,310,15,2022-07-14 07:03:42
241,4,46,C830,1,190,0,2021-06-29 19:59:01
242,8,36,C586,2,109,5,2021-09-20 21:19:14
243,2,4,C1109,4,164,0,2021-11-14 02:01:02
244,10,2,C1021,1,159,15,2022-06-10 09:27:30
245,11,26,C58,1,422,15,2023-09-14 15:20:30
246,10,32,C1788,5,216,5,2021-08-17 08:15:08
247,3,10,C1303,1,57,0,2021-08-10 13:21:18
248,15,25,C1801,4,305,10,2023-05-06 18:38:13
249,10,60,C515,5,435,5,2022-12-26 07:52:51
250,13,25,C97,4,157,0,2021-02-16 17:16:29
251,7,90,C1094,4,63,15,2023-06-01 16:38:18
252,14,97,C1824,3,39,15,2022-11-30 14:35:15
253,7,53,C645,4,136,20,2021-09-26 22:23:14
254,15,50,C1023,5,163,15,2022-02-12 07:21:37
255,6,87,C1998,4,136,10,2022-05-25 03:13:37
256,3,66,C258,1,187,0,2021-09-02 00:59:21
257,7,83,C1608,3,74,20,2023-05-05 16:42:23
258,10,89,C836,1,300,20,2021-04-13 03:52:46
259,9,50,C1180,4,388,0,2023-01-21 09:15:11
260,2,30,C85,3,31,0,2021-06-29 17:48:32
261,7,76,C1415,2,325,15,2022-09-18 05:43:30
262,9,92,C861,1,253,15,2022-03-23 15:31:36
263,3,53,C1042,1,369,20,2022-01-12 14:56:01
264,5,89,C1200,4,149,0,2022-06-17 08:14:27
265,14,91,C608,4,369,10,2023-04-01 23:52:45
266,13,9,C1227,5,318,5,2021-05-12 11:37:13
267,1,64,C1064,5,57,5,2021-09-07 22:57:24
268,8,29,C196,2,31,15,2023-04-03 06:40:08
269,13,33,C1369,5,300,0,2023-03-24 22:13:24
270,12,54,C332,3,259,20,2023-02-03 19:49:51
271,10,91,C343,2,62,15,2023-11-01 08:17:38
272,8,35,C665,1,364,10,2022-07-17 18:22:27
273,11,28,C1925,4,358,15,2022-08-27 01:52:32
274,4,66,C1963,4,396,20,2021-12-26 02:18:16
275,4,61,C1352,2,122,0,2023-02-09 10:28:07
276,6,90,C1687,4,72,20,2023-02-02 13:23:56
277,8,77,C458,1,157,5,2022-06-23 02:17:48
278,8,95,C1795,5,74,20,2021-10-08 08:37:59
279,13,19,C1023,1,120,0,2021-02-03 18:25:07
280,4,75,C1672,1,391,5,2023-03-01 13:59:45
281,1,32,C1004,1,138,10,2023-06-10 13:53:44
282,15,72,C1420,3,106,10,2023-07-23 04:38:55
283,7,7,C1551,3,412,20,2022-05-26 08:38:37
284,5,31,C81,3,109,5,2022-06-04 10:35:01
285,7,6,C917,4,152,10,2022-07-02 22:05:12
286,1,7,C1702,5,222,10,2021-06-18 10:32:53
287,5,14,C1060,3,136,15,2021-06-24 03:58:35
288,14,95,C20,4,388,10,2023-02-20 02:20:53
289,10,67,C1901,3,39,10,2021-09-23 14:54:46
290,13,55,C1161,2,250,15,2022-09-24 00:20:15
291,6,40,C1954,1,477,0,2023-06-06 19:54:35
292,10,84,C1614,1,344,5,2023-01-13 04:18:16
293,3,80,C554,2,412,10,2022-01-13 18:50:00
294,2,60,C1721,5,397,15,2023-07-24 14:45:32
295,4,1,C1230,5,109,0,2021-05-22 07:12:08
296,9,11,C1411,3,39,20,2023-02-26 04:53:47
297,13,3,C393,2,190,10,2021-09-27 12:04:40
298,14,11,C501,1,401,0,2021-02-27 22:48:55
299,1,1,C52,5,176,20,2021-05-05 06:20:43
300,9,92,C182,5,477,15,2021-05-26 11:00:51
301,2,72,C52,1,216,10,2022-03-04 00:36:12
302,6,14,C448,3,53,5,2021-07-17 05:01:20
303,14,98,C230,4,397,15,2022-09-16 16:04:06
304,1,25,C914,3,369,0,2023-08-17 16:19:25
305,10,43,C1903,3,397,10,2021-09-28 00:15:07
306,15,77,C979,4,259,0,2022-09-22 15:28:00
307,7,65,C113,1,55,10,2021-07-16 08:23:07
308,4,23,C128,2,493,15,2023-03-18 20:45:35
309,10,99,C1138,4,240,15,2022-06-21 01:15:09
310,5,24,C174,2,391,10,2021-01-27 14:07:56
311,7,54,C1016,2,450,10,2023-04-05 10:23:21
312,9,38,C1972,3,305,10,2021-01-11 06:55:31
313,6,40,C1905,5,222,10,2021-09-04 00:09:01
314,10,75,C576,5,190,10,2022-02-25 04:15:47
315,2,85,C1080,3,136,10,2021-03-17 16:34:24
316,3,37,C1032,4,250,15,2021-09-25 11:03:21
317,13,19,C1908,2,153,10,2023-10-30 13:34:23
318,15,61,C496,3,152,20,2021-11-19 18:21:32
319,6,48,C367,3,253,20,2021-06-27 23:50:15
320,4,34,C1576,5,384,5,2023-05-06 07:59:47
321,4,40,C735,5,55,20,2022-09-02 16:58:47
322,12,100,C795,4,176,20,2022-01-03 12:55:43
323,10,40,C80,4,406,20,2021-12-26 01:50:03
324,8,70,C1562,2,403,10,2021-09-01 15:49:59
325,10,4,C950,5,406,10,2023-07-26 17:12:28
326,12,68,C343,2,159,15,2021-11-16 15:31:16
327,3,19,C1349,3,62,10,2022-03-10 00:01:02
328,2,84,C661,5,194,5,2023-01-15 15:51:38
329,5,56,C589,1,187,20,2023-02-21 04:24:37
330,5,35,C207,2,364,5,2023-01-15 05:58:46
331,12,66,C1698,2,337,10,2023-08-03 17:46:52
332,2,65,C699,2,122,10,2021-11-08 23:34:30
333,2,39,C1602,3,55,20,2023-01-25 05:42:14
334,11,87,C1456,4,437,0,2021-05-30 15:12:39
335,11,62,C525,1,286,15,2022-04-05 18:21:02
336,10,46,C397,5,116,20,2023-04-14 04:24:00
337,10,54,C145,4,120,5,2022-06-07 02:19:20
338,6,88,C1438,2,39,0,2022-04-25 01:57:15
339,12,81,C1288,1,50,20,2023-10-14 02:09:46
340,5,43,C1078,3,310,15,2021-01-15 17:08:37
341,9,28,C1873,5,138,10,2022-05-01 05:34:52
342,15,96,C1707,1,384,0,2021-09-28 20:40:02
343,6,83,C1335,2,461,5,2021-06-18 16:04:12
344,4,69,C870,4,194,15,2022-11-16 00:29:51
345,13,16,C1089,2,222,0,2022-09-04 12:53:45
346,1,73,C1033,4,138,10,2022-07-31 16:06:50
347,1,100,C178,3,109,20,2023-01-30 04:37:24
348,6,13,C976,1,38,10,2021-08-13 09:53:00
349,1,74,C551,3,401,0,2023-04-24 10:53:06
350,7,63,C685,4,62,20,2021-05-04 22:26:54
351,14,33,C1720,3,384,10,2022-12-27 19:11:55
352,4,52,C546,3,475,15,2023-08-22 02:07:53
353,1,14,C275,1,300,10,2023-10-27 11:53:15
354,15,43,C738,5,325,0,2023-07-04 12:09:34
355,5,6,C240,3,109,0,2021-07-06 12:04:58
356,12,2,C496,1,245,15,2022-11-24 11:24:01
357,14,40,C988,3,138,15,2021-01-20 11:50:12
358,15,64,C656,1,50,0,2023-10-19 05:05:31
359,8,11,C1286,2,299,15,2021-01-14 13:10:36
360,10,62,C1017,3,391,5,2023-04-20 14:13:11
361,1,3,C1796,5,435,0,2022-10-23 08:24:10
362,12,5,C332,2,39,0,2022-01-26 03:35:46
363,11,4,C828,2,138,20,2022-03-22 15:33:38
364,13,62,C1216,5,337,10,2021-04-30 19:54:26
365,13,73,C1081,3,38,10,2023-02-01 16:00:32
366,6,84,C647,2,310,10,2022-10-27 08:11:36
367,6,71,C1310,5,466,0,2022-10-27 13:08:02
368,13,62,C1803,2,217,15,2021-03-24 03:35:10
369,11,99,C19,3,159,15,2021-11-09 23:26:22
370,13,18,C1907,2,31,5,2022-05-05 12:16:27
371,3,61,C1187,1,353,0,2022-07-07 09:33:46
372,13,62,C1714,5,253,5,2021-12-16 23:55:28
373,8,98,C1750,1,22,20,2021-08-14 10:55:30
374,10,62,C1236,4,106,10,2021-11-01 23:23:15
375,4,18,C137,1,192,10,2022-07-11 06:36:32
376,5,6,C368,2,384,15,2022-01-08 19:32:48
377,6,42,C1940,3,62,15,2021-04-22 17:28:40
378,5,45,C6,1,122,10,2022-01-19 08:25:04
379,7,46,C1653,4,308,15,2022-09-04 04:08:24
380,1,50,C869,5,164,20,2022-05-14 06:19:05
381,15,73,C1470,3,180,20,2022-09-07 01:13:19
382,8,76,C1195,4,412,10,2023-01-19 04:05:25
383,11,39,C1699,3,122,10,2022-05-13 16:27:32
384,3,28,C1107,4,325,15,2021-04-19 10:00:17
385,13,61,C326,2,384,10,2021-07-08 16:36:22
386,1,58,C1353,5,74,10,2023-04-04 08:09:06
387,12,86,C1521,3,396,5,2022-07-22 07:55:37
388,4,80,C1975,1,308,20,2021-03-23 12:49:53
389,4,63,C1149,2,72,10,2021-08-07 18:23:51
390,12,77,C1828,5,39,0,2022-07-23 15:57:20
391,9,69,C1995,2,53,0,2022-09-26 15:40:10
392,14,3,C1335,5,308,5,2021-04-29 03:22:43
393,2,18,C270,3,39,10,2023-03-03 03:46:27
394,4,21,C1460,4,159,0,2023-10-25 19:36:38
395,11,40,C552,4,217,0,2021-01-22 10:48:00
396,2,90,C243,2,305,10,2023-08-01 22:43:38
397,7,55,C631,5,187,15,2023-03-07 19:18:31
398,12,5,C1513,2,120,15,2022-10-21 05:53:26
399,14,76,C1075,3,401,5,2021-12-11 16:43:19
400,13,51,C1618,4,138,15,2023-09-24 09:15:17
401,3,51,C1536,3,53,0,2021-06-23 10:14:35
402,8,57,C361,5,477,5,2021-05-10 14:16:57
403,4,38,C1030,4,493,5,2022-06-30 18:50:10
404,2,81,C238,2,437,5,2021-10-02 04:26:53
405,5,75,C1397,2,477,0,2021-08-20 07:45:16
406,13,17,C1224,3,493,20,2023-03-22 14:19:20
407,11,58,C40,3,74,20,2021-02-20 13:13:03
408,3,66,C40,5,149,10,2021-11-05 12:47:10
409,15,33,C1261,5,322,0,2023-11-03 23:56:55
410,15,13,C62,2,353,20,2022-09-14 01:46:54
411,5,24,C1601,5,22,15,2023-08-19 15:24:08
412,13,24,C1812,4,63,0,2023-02-17 09:09:08
413,12,46,C486,1,384,0,2021-05-11 02:16:15
414,5,66,C1599,2,426,20,2022-07-10 11:42:20
415,6,43,C644,3,194,5,2022-01-05 02:36:13
416,15,30,C932,3,487,20,2021-09-05 23:11:29
417,5,74,C1772,2,335,0,2022-01-07 01:39:34
418,1,29,C711,2,466,5,2023-09-11 23:01:22
419,6,83,C1210,2,152,10,2021-08-09 22:09:06
420,10,53,C1957,2,136,10,2021-10-15 13:29:37
421,12,54,C1668,5,401,15,2022-06-22 13:31:01
422,4,85,C1417,3,250,15,2021-11-03 22:28:58
423,11,8,C342,4,22,20,2021-10-02 02:25:32
424,6,17,C301,3,153,10,2021-08-26 04:10:26
425,6,36,C200,4,109,10,2023-09-18 14:23:02
426,9,73,C761,4,72,5,2023-07-30 23:21:35
427,6,89,C58,2,53,15,2022-05-11 16:13:41
428,11,97,C1748,2,353,15,2021-12-24 06:31:34
429,7,24,C1295,3,119,10,2021-01-20 13:42:58
430,7,6,C1537,5,487,5,2022-05-03 05:43:20
431,8,54,C411,4,353,10,2021-11-15 18:32:43
432,12,69,C640,3,149,15,2021-08-31 00:26:54
433,5,21,C34,1,356,15,2022-02-08 14:49:30
434,4,6,C947,2,245,15,2021-04-21 07:18:26
435,1,85,C905,2,388,15,2021-06-06 09:38:25
436,2,70,C1114,1,190,5,2021-06-18 16:54:46
437,9,10,C1624,5,227,5,2023-01-31 10:37:09
438,4,63,C854,1,152,10,2021-10-31 04:42:33
439,4,22,C1606,5,272,5,2021-05-28 03:57:32
440,2,88,C1715,4,364,0,2023-03-27 20:27:09
441,4,71,C963,2,412,15,2023-01-10 15:57:50
442,4,44,C404,5,409,5,2022-02-02 17:50:27
443,2,47,C1588,1,308,5,2022-10-01 16:26:42
444,5,56,C505,5,138,0,2021-05-23 17:50:45
445,10,63,C1587,1,31,10,2021-10-18 04:37:37
446,10,64,C1544,4,335,0,2022-03-01 02:52:52
447,3,36,C398,1,122,15,2021-01-21 07:38:03
448,5,46,C1932,5,22,0,2023-01-12 04:04:16
449,4,76,C307,5,74,0,2023-09-02 11:17:17
450,7,4,C455,3,240,15,2023-05-29 14:45:11
451,6,90,C1943,5,364,5,2022-05-29 05:06:39
452,11,33,C337,2,50,20,2021-08-12 06:08:04
453,8,36,C1618,5,222,10,2023-06-07 16:27:58
454,2,69,C674,3,437,5,2022-03-09 01:19:43
455,12,11,C1345,3,57,15,2021-03-07 09:59:39
456,15,1,C692,2,245,20,2022-02-22 20:38:53
457,13,51,C1975,3,487,5,2023-10-21 08:32:12
458,8,33,C1573,2,120,15,2023-08-01 12:24:19
459,1,52,C633,4,308,0,2021-06-20 14:14:33
460,2,64,C505,3,217,5,2021-05-08 12:48:17
461,5,70,C1889,5,227,20,2022-05-07 08:20:23
462,3,33,C1126,5,435,15,2023-06-11 14:41:11
463,11,11,C949,4,426,5,2021-11-25 16:58:14
464,7,57,C325,5,136,5,2022-06-29 03:32:46
465,15,13,C130,5,335,5,2022-07-28 03:18:00
466,14,70,C1674,5,310,0,2023-02-14 06:13:08
467,5,59,C998,2,60,20,2023-06-30 13:06:43
468,11,97,C248,4,149,15,2023-10-22 02:59:34
469,9,53,C349,4,159,0,2023-04-23 06:23:50
470,6,17,C980,3,253,0,2021-10-04 13:41:09
471,13,90,C1381,3,253,0,2021-12-15 16:36:28
472,14,29,C1423,3,369,10,2022-03-20 06:40:50
473,13,95,C627,2,39,0,2021-07-26 03:44:43
474,12,17,C1738,2,403,10,2022-07-20 23:26:00
475,2,96,C83,3,353,10,2021-02-09 20:36:45
476,11,83,C1760,5,138,15,2023-08-13 20:21:47
477,8,21,C679,4,159,5,2021-12-10 16:05:02
478,9,3,C1208,4,240,20,2022-10-09 13:04:18
479,3,92,C1509,1,401,5,2022-05-03 06:52:40
480,9,50,C250,1,466,15,2021-07-24 20:26:01
481,2,42,C1149,1,194,10,2021-09-09 21:04:55
482,7,54,C447,5,475,10,2021-01-15 14:47:05
483,3,68,C106,3,426,10,2022-09-17 17:25:53
484,3,41,C1223,5,164,5,2021-04-03 16:14:41
485,6,100,C1896,2,466,10,2023-03-07 12:49:30
486,14,93,C1462,5,31,5,2021-07-05 06:42:18
487,5,31,C542,1,39,10,2021-07-01 12:31:45
488,5,74,C1145,5,391,0,2021-09-12 04:08:21
