store_id,product_id,inventory_month,opening_stock,stock_added,stock_sold,closing_stock
1,8,2022-01-01,101,83,49,135
1,8,2022-02-01,135,215,132,218
1,8,2022-03-01,218,253,26,445
1,8,2022-04-01,445,147,106,486
1,8,2022-05-01,486,45,259,272
1,8,2022-06-01,272,74,10,336
1,8,2022-07-01,336,42,101,277
1,8,2022-08-01,277,237,126,388
1,8,2022-09-01,388,29,279,138
1,8,2022-10-01,138,285,361,62
1,8,2022-11-01,62,168,113,117
1,8,2022-12-01,117,110,158,69
1,8,2023-01-01,69,13,20,62
1,8,2023-02-01,62,28,11,79
1,8,2023-03-01,79,181,99,161
1,8,2023-04-01,161,79,176,64
1,8,2023-05-01,64,197,174,87
1,8,2023-06-01,87,211,136,162
1,8,2023-07-01,162,109,195,76
1,8,2023-08-01,76,226,130,172
1,8,2023-09-01,172,265,386,51
1,8,2023-10-01,51,159,161,49
1,8,2023-11-01,49,212,173,88
1,8,2023-12-01,88,44,124,8
1,9,2021-01-01,195,168,169,194
1,9,2021-02-01,194,145,142,197
1,9,2021-03-01,197,38,94,141
1,9,2021-04-01,141,282,164,259
1,9,2021-05-01,259,198,347,110
1,9,2021-06-01,110,144,47,207
1,9,2021-07-01,207,217,65,359
1,9,2021-08-01,359,205,288,276
1,9,2021-09-01,276,153,274,155
1,9,2021-10-01,155,9,108,56
1,9,2021-11-01,56,174,72,158
1,9,2021-12-01,158,187,131,214
1,9,2022-01-01,214,130,75,269
1,9,2022-02-01,269,254,340,183
1,9,2022-03-01,183,71,225,29
1,9,2022-04-01,29,91,72,48
1,9,2022-05-01,48,60,40,68
1,9,2022-06-01,68,129,151,46
1,9,2022-07-01,46,213,190,69
1,9,2022-08-01,69,256,83,242
1,9,2022-09-01,242,296,450,88
1,9,2022-10-01,88,107,43,152
1,9,2022-11-01,152,147,79,220
1,9,2022-12-01,220,132,274,78
1,9,2023-01-01,78,208,267,19
1,9,2023-02-01,19,5,6,18
1,9,2023-03-01,18,111,66,63
1,9,2023-04-01,63,17,13,67
1,9,2023-05-01,67,278,121,224
1,9,2023-06-01,224,244,33,435
1,9,2023-07-01,435,96,298,233
1,9,2023-08-01,233,227,376,84
1,9,2023-09-01,84,62,97,49
1,9,2023-10-01,49,92,30,111
1,9,2023-11-01,111,223,147,187
1,9,2023-12-01,187,168,85,270
1,10,2021-01-01,495,85,476,104
1,10,2021-02-01,104,86,74,116
1,10,2021-03-01,116,240,339,17
1,10,2021-04-01,17,235,92,160
1,10,2021-05-01,160,287,419,28
1,10,2021-06-01,28,233,165,96
1,10,2021-07-01,96,290,243,143
1,10,2021-08-01,143,28,84,87
1,10,2021-09-01,87,108,134,61
1,10,2021-10-01,61,64,118,7
1,10,2021-11-01,7,114,25,96
1,10,2021-12-01,96,114,140,70
1,10,2022-01-01,70,142,65,147
1,10,2022-02-01,147,233,37,343
1,10,2022-03-01,343,272,447,168
1,10,2022-04-01,168,252,374,46
1,10,2022-05-01,46,59,30,75
1,10,2022-06-01,75,285,62,298
1,10,2022-07-01,298,164,258,204
1,10,2022-08-01,204,193,86,311
1,10,2022-09-01,311,206,193,324
1,10,2022-10-01,324,183,132,375
1,10,2022-11-01,375,27,56,346
1,10,2022-12-01,346,281,322,305
1,10,2023-01-01,305,83,98,290
1,10,2023-02-01,290,110,148,252
1,10,2023-03-01,252,208,226,234
1,10,2023-04-01,234,220,286,168
1,10,2023-05-01,168,247,46,369
1,10,2023-06-01,369,82,280,171
1,10,2023-07-01,171,175,341,5
1,10,2023-08-01,5,286,228,63
1,10,2023-09-01,63,7,57,13
1,10,2023-10-01,13,150,93,70
1,10,2023-11-01,70,195,146,119
1,10,2023-12-01,119,116,26,209
1,11,2021-01-01,474,161,398,237
1,11,2021-02-01,237,189,327,99
1,11,2021-03-01,99,85,171,13
1,11,2021-04-01,13,268,224,57
1,11,2021-05-01,57,253,282,28
1,11,2021-06-01,28,215,46,197
1,11,2021-07-01,197,184,243,138
1,11,2021-08-01,138,188,20,306
1,11,2021-09-01,306,45,140,211
1,11,2021-10-01,211,69,34,246
1,11,2021-11-01,246,70,222,94
1,11,2021-12-01,94,191,162,123
1,11,2022-01-01,123,271,27,367
1,11,2022-02-01,367,291,64,594
1,11,2022-03-01,594,252,526,320
1,11,2022-04-01,320,136,6,450
1,11,2022-05-01,450,182,157,475
1,11,2022-06-01,475,248,485,238
1,11,2022-07-01,238,42,42,238
1,11,2022-08-01,238,45,68,215
1,11,2022-09-01,215,161,4,372
1,11,2022-10-01,372,173,442,103
1,11,2022-11-01,103,172,98,177
1,11,2022-12-01,177,150,17,310
1,11,2023-01-01,310,146,16,440
1,11,2023-02-01,440,217,525,132
1,11,2023-03-01,132,135,197,70
1,11,2023-04-01,70,20,24,66
1,11,2023-05-01,66,197,129,134
1,11,2023-06-01,134,18,135,17
1,11,2023-07-01,17,225,75,167
1,11,2023-08-01,167,34,42,159
1,11,2023-09-01,159,25,13,171
1,11,2023-10-01,171,281,80,372
1,11,2023-11-01,372,261,84,549
1,11,2023-12-01,549,67,564,52
1,12,2021-01-01,66,92,44,114
1,12,2021-02-01,114,112,13,213
1,12,2021-03-01,213,61,102,172
1,12,2021-04-01,172,209,139,242
1,12,2021-05-01,242,171,390,23
1,12,2021-06-01,23,193,108,108
1,12,2021-07-01,108,27,102,33
1,12,2021-08-01,33,26,20,39
1,12,2021-09-01,39,141,173,7
1,12,2021-10-01,7,70,38,39
1,12,2021-11-01,39,121,61,99
1,12,2021-12-01,99,166,133,132
1,12,2022-01-01,132,141,154,119
1,12,2022-02-01,119,157,15,261
1,12,2022-03-01,261,97,88,270
1,12,2022-04-01,270,111,173,208
1,12,2022-05-01,208,278,426,60
1,12,2022-06-01,60,207,82,185
1,12,2022-07-01,185,43,213,15
1,12,2022-08-01,15,33,27,21
1,12,2022-09-01,21,252,209,64
1,12,2022-10-01,64,58,73,49
1,12,2022-11-01,49,16,30,35
1,12,2022-12-01,35,278,187,126
1,12,2023-01-01,126,81,23,184
1,12,2023-02-01,184,115,281,18
1,12,2023-03-01,18,156,28,146
1,12,2023-04-01,146,192,141,197
1,12,2023-05-01,197,28,94,131
1,12,2023-06-01,131,211,242,100
1,12,2023-07-01,100,225,183,142
1,12,2023-08-01,142,32,93,81
1,12,2023-09-01,81,193,202,72
1,12,2023-10-01,72,80,45,107
1,12,2023-11-01,107,16,72,51
1,12,2023-12-01,51,97,139,9
1,13,2021-01-01,361,266,282,345
1,13,2021-02-01,345,296,334,307
1,13,2021-03-01,307,155,276,186
1,13,2021-04-01,186,270,257,199
1,13,2021-05-01,199,124,33,290
1,13,2021-06-01,290,207,23,474
1,13,2021-07-01,474,199,389,284
1,13,2021-08-01,284,141,355,70
1,13,2021-09-01,70,203,97,176
1,13,2021-10-01,176,157,80,253
1,13,2021-11-01,253,155,305,103
1,13,2021-12-01,103,73,108,68
1,13,2022-01-01,68,110,20,158
1,13,2022-02-01,158,49,199,8
1,13,2022-03-01,8,230,131,107
1,13,2022-04-01,107,58,51,114
1,13,2022-05-01,114,25,18,121
1,13,2022-06-01,121,8,98,31
1,13,2022-07-01,31,106,59,78
1,13,2022-08-01,78,129,79,128
1,13,2022-09-01,128,263,376,15
1,13,2022-10-01,15,14,12,17
1,13,2022-11-01,17,294,73,238
1,13,2022-12-01,238,236,75,399
1,13,2023-01-01,399,118,90,427
1,13,2023-02-01,427,289,97,619
1,13,2023-03-01,619,49,359,309
1,13,2023-04-01,309,299,39,569
1,13,2023-05-01,569,193,33,729
1,13,2023-06-01,729,91,745,75
1,13,2023-07-01,75,246,315,6
1,13,2023-08-01,6,97,75,28
1,13,2023-09-01,28,36,52,12
1,13,2023-10-01,12,146,151,7
1,13,2023-11-01,7,95,6,96
1,13,2023-12-01,96,77,96,77
1,14,2021-01-01,134,91,93,132
1,14,2021-02-01,132,145,223,54
1,14,2021-03-01,54,156,153,57
1,14,2021-04-01,57,266,76,247
1,14,2021-05-01,247,51,45,253
1,14,2021-06-01,253,91,259,85
1,14,2021-07-01,85,273,84,274
1,14,2021-08-01,274,13,7,280
1,14,2021-09-01,280,82,79,283
1,14,2021-10-01,283,190,223,250
1,14,2021-11-01,250,189,197,242
1,14,2021-12-01,242,240,62,420
1,14,2022-01-01,420,233,251,402
1,14,2022-02-01,402,296,136,562
1,14,2022-03-01,562,240,703,99
1,14,2022-04-01,99,83,111,71
1,14,2022-05-01,71,5,39,37
1,14,2022-06-01,37,55,79,13
1,14,2022-07-01,13,289,186,116
1,14,2022-08-01,116,206,245,77
1,14,2022-09-01,77,171,1,247
1,14,2022-10-01,247,72,224,95
1,14,2022-11-01,95,53,38,110
1,14,2022-12-01,110,293,297,106
1,14,2023-01-01,106,105,66,145
1,14,2023-02-01,145,259,312,92
1,14,2023-03-01,92,232,316,8
1,14,2023-04-01,8,216,217,7
1,14,2023-05-01,7,157,21,143
1,14,2023-06-01,143,113,7,249
1,14,2023-07-01,249,245,378,116
1,14,2023-08-01,116,89,155,50
1,14,2023-09-01,50,133,152,31
1,14,2023-10-01,31,174,23,182
1,14,2023-11-01,182,158,234,106
1,14,2023-12-01,106,70,112,64
1,15,2021-01-01,201,169,54,316
1,15,2021-02-01,316,95,117,294
1,15,2021-03-01,294,11,9,296
1,15,2021-04-01,296,222,321,197
1,15,2021-05-01,197,22,9,210
1,15,2021-06-01,210,3,90,123
1,15,2021-07-01,123,35,71,87
1,15,2021-08-01,87,67,36,118
1,15,2021-09-01,118,208,125,201
1,15,2021-10-01,201,55,189,67
1,15,2021-11-01,67,56,87,36
1,15,2021-12-01,36,297,109,224
1,15,2022-01-01,224,1,188,37
1,15,2022-02-01,37,52,75,14
1,15,2022-03-01,14,190,138,66
1,15,2022-04-01,66,195,86,175
1,15,2022-05-01,175,255,394,36
1,15,2022-06-01,36,126,34,128
1,15,2022-07-01,128,207,29,306
1,15,2022-08-01,306,36,192,150
1,15,2022-09-01,150,273,302,121
1,15,2022-10-01,121,84,94,111
1,15,2022-11-01,111,16,0,127
1,15,2022-12-01,127,282,31,378
1,15,2023-01-01,378,278,618,38
1,15,2023-02-01,38,294,180,152
1,15,2023-03-01,152,55,188,19
1,15,2023-04-01,19,251,196,74
1,15,2023-05-01,74,129,165,38
1,15,2023-06-01,38,268,82,224
1,15,2023-07-01,224,118,282,60
1,15,2023-08-01,60,275,12,323
1,15,2023-09-01,323,128,80,371
1,15,2023-10-01,371,281,398,254
1,15,2023-11-01,254,148,266,136
1,15,2023-12-01,136,210,29,317
1,16,2021-01-01,481,106,423,164
1,16,2021-02-01,164,182,235,111
1,16,2021-03-01,111,269,354,26
1,16,2021-04-01,26,282,149,159
1,16,2021-05-01,159,40,151,48
1,16,2021-06-01,48,270,79,239
1,16,2021-07-01,239,168,368,39
1,16,2021-08-01,39,55,73,21
1,16,2021-09-01,21,201,150,72
1,16,2021-10-01,72,98,5,165
1,16,2021-11-01,165,294,107,352
1,16,2021-12-01,352,263,280,335
1,16,2022-01-01,335,220,415,140
1,16,2022-02-01,140,222,244,118
1,16,2022-03-01,118,258,284,92
1,16,2022-04-01,92,185,20,257
1,16,2022-05-01,257,84,68,273
1,16,2022-06-01,273,72,339,6
1,16,2022-07-01,6,218,1,223
1,16,2022-08-01,223,111,279,55
1,16,2022-09-01,55,57,25,87
1,16,2022-10-01,87,19,17,89
1,16,2022-11-01,89,255,156,188
1,16,2022-12-01,188,38,50,176
1,16,2023-01-01,176,28,182,22
1,16,2023-02-01,22,8,6,24
1,16,2023-03-01,24,84,19,89
1,16,2023-04-01,89,222,103,208
1,16,2023-05-01,208,118,0,326
1,16,2023-06-01,326,130,298,158
1,16,2023-07-01,158,280,350,88
1,16,2023-08-01,88,191,164,115
1,16,2023-09-01,115,148,222,41
1,16,2023-10-01,41,267,23,285
1,16,2023-11-01,285,74,3,356
1,16,2023-12-01,356,117,395,78
1,17,2021-01-01,474,165,28,611
1,17,2021-02-01,611,232,316,527
1,17,2021-03-01,527,40,356,211
1,17,2021-04-01,211,243,126,328
1,17,2021-05-01,328,164,148,344
1,17,2021-06-01,344,200,410,134
1,17,2021-07-01,134,231,128,237
1,17,2021-08-01,237,229,247,219
1,17,2021-09-01,219,1,185,35
1,17,2021-10-01,35,35,21,49
1,17,2021-11-01,49,171,210,10
1,17,2021-12-01,10,145,75,80
1,17,2022-01-01,80,21,1,100
1,17,2022-02-01,100,163,63,200
1,17,2022-03-01,200,269,291,178
1,17,2022-04-01,178,131,54,255
1,17,2022-05-01,255,275,217,313
1,17,2022-06-01,313,126,26,413
1,17,2022-07-01,413,136,219,330
1,17,2022-08-01,330,275,585,20
1,17,2022-09-01,20,268,211,77
1,17,2022-10-01,77,261,205,133
1,17,2022-11-01,133,271,201,203
1,17,2022-12-01,203,91,136,158
1,17,2023-01-01,158,46,41,163
1,17,2023-02-01,163,38,94,107
1,17,2023-03-01,107,116,1,222
1,17,2023-04-01,222,87,228,81
1,17,2023-05-01,81,259,142,198
1,17,2023-06-01,198,273,339,132
1,17,2023-07-01,132,279,313,98
1,17,2023-08-01,98,228,51,275
1,17,2023-09-01,275,228,432,71
1,17,2023-10-01,71,267,117,221
1,17,2023-11-01,221,243,84,380
1,17,2023-12-01,380,159,423,116
1,18,2021-01-01,55,278,87,246
1,18,2021-02-01,246,276,336,186
1,18,2021-03-01,186,141,237,90
1,18,2021-04-01,90,116,75,131
1,18,2021-05-01,131,87,120,98
1,18,2021-06-01,98,38,76,60
1,18,2021-07-01,60,44,86,18
1,18,2021-08-01,18,201,124,95
1,18,2021-09-01,95,81,138,38
1,18,2021-10-01,38,215,112,141
1,18,2021-11-01,141,7,8,140
1,18,2021-12-01,140,21,45,116
1,18,2022-01-01,116,72,123,65
1,18,2022-02-01,65,83,99,49
1,18,2022-03-01,49,285,202,132
1,18,2022-04-01,132,278,203,207
1,18,2022-05-01,207,40,174,73
1,18,2022-06-01,73,21,66,28
1,18,2022-07-01,28,157,50,135
1,18,2022-08-01,135,165,296,4
1,18,2022-09-01,4,223,40,187
1,18,2022-10-01,187,154,38,303
1,18,2022-11-01,303,30,50,283
1,18,2022-12-01,283,134,203,214
1,18,2023-01-01,214,56,91,179
1,18,2023-02-01,179,0,52,127
1,18,2023-03-01,127,222,36,313
1,18,2023-04-01,313,158,73,398
1,18,2023-05-01,398,39,355,82
1,18,2023-06-01,82,259,317,24
1,18,2023-07-01,24,185,24,185
1,18,2023-08-01,185,270,132,323
1,18,2023-09-01,323,85,288,120
1,18,2023-10-01,120,282,178,224
1,18,2023-11-01,224,128,150,202
1,18,2023-12-01,202,38,213,27
1,19,2021-01-01,276,188,451,13
1,19,2021-02-01,13,51,26,38
1,19,2021-03-01,38,91,109,20
1,19,2021-04-01,20,128,115,33
1,19,2021-05-01,33,94,12,115
1,19,2021-06-01,115,299,328,86
1,19,2021-07-01,86,26,41,71
1,19,2021-08-01,71,149,133,87
1,19,2021-09-01,87,177,113,151
1,19,2021-10-01,151,34,140,45
1,19,2021-11-01,45,246,64,227
1,19,2021-12-01,227,215,109,333
1,19,2022-01-01,333,52,264,121
1,19,2022-02-01,121,75,186,10
1,19,2022-03-01,10,174,79,105
1,19,2022-04-01,105,203,164,144
1,19,2022-05-01,144,111,231,24
1,19,2022-06-01,24,218,124,118
1,19,2022-07-01,118,259,30,347
1,19,2022-08-01,347,19,323,43
1,19,2022-09-01,43,189,74,158
1,19,2022-10-01,158,209,31,336
1,19,2022-11-01,336,77,129,284
1,19,2022-12-01,284,270,204,350
1,19,2023-01-01,350,273,394,229
1,19,2023-02-01,229,285,323,191
1,19,2023-03-01,191,165,355,1
1,19,2023-04-01,1,89,79,11
1,19,2023-05-01,11,94,75,30
1,19,2023-06-01,30,256,82,204
1,19,2023-07-01,204,130,36,298
1,19,2023-08-01,298,279,566,11
1,19,2023-09-01,11,262,191,82
1,19,2023-10-01,82,141,216,7
1,19,2023-11-01,7,244,242,9
1,19,2023-12-01,9,265,272,2
1,20,2021-01-01,373,285,200,458
1,20,2021-02-01,458,186,124,520
1,20,2021-03-01,520,136,54,602
1,20,2021-04-01,602,66,54,614
1,20,2021-05-01,614,154,214,554
1,20,2021-06-01,554,52,93,513
1,20,2021-07-01,513,180,346,347
1,20,2021-08-01,347,7,74,280
1,20,2021-09-01,280,279,192,367
1,20,2021-10-01,367,252,33,586
1,20,2021-11-01,586,172,375,383
1,20,2021-12-01,383,210,154,439
1,20,2022-01-01,439,86,317,208
1,20,2022-02-01,208,249,248,209
1,20,2022-03-01,209,261,257,213
1,20,2022-04-01,213,100,280,33
1,20,2022-05-01,33,1,4,30
1,20,2022-06-01,30,150,120,60
1,20,2022-07-01,60,126,166,20
1,20,2022-08-01,20,225,201,44
1,20,2022-09-01,44,272,230,86
1,20,2022-10-01,86,132,139,79
1,20,2022-11-01,79,76,66,89
1,20,2022-12-01,89,155,164,80
1,20,2023-01-01,80,124,86,118
1,20,2023-02-01,118,234,295,57
1,20,2023-03-01,57,256,215,98
1,20,2023-04-01,98,151,213,36
1,20,2023-05-01,36,135,73,98
1,20,2023-06-01,98,93,147,44
1,20,2023-07-01,44,23,47,20
1,20,2023-08-01,20,295,44,271
1,20,2023-09-01,271,1,209,63
1,20,2023-10-01,63,84,63,84
1,20,2023-11-01,84,170,188,66
1,20,2023-12-01,66,261,139,188
1,21,2021-01-01,306,50,208,148
1,21,2021-02-01,148,167,219,96
1,21,2021-03-01,96,58,55,99
1,21,2021-04-01,99,9,57,51
1,21,2021-05-01,51,93,84,60
1,21,2021-06-01,60,38,73,25
1,21,2021-07-01,25,184,181,28
1,21,2021-08-01,28,11,36,3
1,21,2021-09-01,3,124,31,96
1,21,2021-10-01,96,206,68,234
1,21,2021-11-01,234,125,209,150
1,21,2021-12-01,150,213,74,289
